id,class_solexs,goes_class,peak_utc,test_period,status,bins,T_peak_MK,T_peak_err_MK,T_max_MK,T_max_before_peak_s,fe_ew_peak_keV,peak_rate_cps,goes_ratio_peak,T_peak_slope1_MK,T_peak_slope1.6_MK,within_flare_spearman_T_goes_ratio,T_cdte_peak_MK,T_cdte_peak_err_MK,T_solexs_same_minute_MK
AL1-20240804-0933,M1.2,M1.2,2024-08-04 09:44:00,0,ok,15,14.79,0.88,22.05,50.0,2.095,1139.7,0.11696,13.75,15.57,,,,
AL1-20240804-0948,M1.2,M1.4,2024-08-04 10:08:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240804-1019,M1.7,M1.9,2024-08-04 10:50:00,0,ok,123,13.44,0.81,19.32,1230.0,2.209,1833.2,0.10978,13.89,15.73,0.595,,,
AL1-20240804-1312,C7.6,C8.5,2024-08-04 13:25:00,0,ok,7,14.78,1.72,16.74,210.0,1.905,825.4,0.06551,,,,,,
AL1-20240804-1447,C5.2,C6.0,2024-08-04 14:57:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240804-1511,M2.2,M2.1,2024-08-04 15:15:00,0,ok,14,20.75,0.68,23.13,50.0,2.246,2046.1,0.18953,19.39,22.84,,,,
AL1-20240804-2203,M1.0,M1.0,2024-08-04 22:10:00,0,ok,11,17.94,1.19,20.14,30.0,2.211,879.3,0.14374,18.74,21.97,,,,
AL1-20240804-2305,C5.3,,2024-08-04 23:48:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240805-0226,M1.2,M1.1,2024-08-05 02:31:00,0,ok,13,19.72,1.21,21.66,30.0,2.126,1015.0,0.13027,18.6,21.78,,,,
AL1-20240805-0517,M5.8,M6.0,2024-08-05 05:22:00,0,ok,14,22.94,0.46,24.22,70.0,2.418,4440.6,0.23633,21.61,25.89,,,,
AL1-20240805-0949,M1.6,M1.7,2024-08-05 10:01:00,0,ok,32,17.36,0.86,22.51,170.0,1.936,1567.3,0.13571,17.12,19.83,0.927,,,
AL1-20240805-1323,X1.5,X1.6,2024-08-05 13:40:00,0,ok,74,20.85,0.22,29.49,590.0,1.494,13349.4,0.26677,19.07,22.42,0.988,,,
AL1-20240805-1518,X1.0,X1.1,2024-08-05 15:27:00,0,ok,30,25.39,0.33,25.39,10.0,2.154,9172.1,0.28782,22.81,27.58,0.782,,,
AL1-20240805-1757,C9.3,C9.9,2024-08-05 18:01:00,0,ok,16,18.61,1.34,22.05,70.0,2.629,896.5,0.11977,16.14,18.58,,,,
AL1-20240805-1820,M1.1,M1.2,2024-08-05 18:37:00,0,ok,32,18.08,1.34,18.55,170.0,1.123,1178.8,0.08284,17.32,20.09,0.5,,,
AL1-20240806-0104,C6.8,C7.8,2024-08-06 01:13:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240806-0251,M1.1,M1.1,2024-08-06 03:02:00,0,ok,21,14.59,1.1,19.34,190.0,1.587,1064.1,0.10806,14.41,16.39,0.714,,,
AL1-20240806-1122,C7.4,C8.0,2024-08-06 11:35:00,0,ok,16,14.15,1.49,21.71,190.0,1.754,774.0,0.08152,13.42,15.16,,,,
AL1-20240806-1411,C6.1,C6.7,2024-08-06 14:19:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240806-1611,C5.5,C5.7,2024-08-06 16:15:00,0,ok,3,16.07,1.75,17.93,50.0,2.137,578.5,0.07802,13.84,15.68,,,,
AL1-20240807-0154,C7.7,C8.4,2024-08-07 02:01:00,0,ok,4,17.94,1.78,17.94,10.0,1.917,769.0,0.07706,14.42,16.39,,,,
AL1-20240807-0221,M1.7,M1.8,2024-08-07 02:29:00,0,ok,38,16.51,0.8,20.97,270.0,2.495,1693.5,0.14243,15.41,17.65,0.86,,,
AL1-20240807-0312,C7.3,C7.8,2024-08-07 03:23:00,0,ok,7,15.6,1.85,16.55,110.0,1.725,770.4,0.07862,12.51,14.04,,,,
AL1-20240807-1032,C5.0,C5.3,2024-08-07 10:39:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240807-1329,C7.8,,2024-08-07 13:43:00,0,ok,9,16.72,1.59,16.74,50.0,1.389,792.8,0.08736,12.29,13.79,,,,
AL1-20240807-1344,M4.2,M4.4,2024-08-07 13:50:00,0,ok,29,17.54,0.45,22.35,110.0,2.476,4142.9,0.17694,16.06,18.47,0.967,,,
AL1-20240807-1458,C6.8,C7.4,2024-08-07 15:05:00,0,ok,5,18.26,1.91,19.92,-30.0,1.87,710.8,0.07877,19.37,22.81,,,,
AL1-20240807-1833,M4.5,M4.9,2024-08-07 18:54:00,0,ok,89,16.05,0.42,25.0,930.0,1.405,4564.2,0.14715,15.03,17.17,0.645,,,
AL1-20240808-0011,C7.3,C7.9,2024-08-08 00:34:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240808-0049,M1.9,M2.1,2024-08-08 01:05:00,0,ok,58,17.33,0.8,19.44,70.0,2.034,1860.9,0.13046,15.0,17.12,0.428,,,
AL1-20240808-0237,C7.5,C7.9,2024-08-08 02:45:00,0,ok,16,16.71,1.54,24.06,150.0,1.555,776.1,0.0923,16.61,19.17,,,,
AL1-20240808-0346,C6.7,,2024-08-08 04:00:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240808-0401,M1.2,,2024-08-08 04:35:00,0,ok,69,14.23,1.58,20.24,970.0,1.57,1208.1,0.08975,13.47,15.18,0.487,,,
AL1-20240808-0630,C7.9,C9.0,2024-08-08 06:35:00,0,ok,3,16.53,1.85,16.53,-10.0,2.032,866.9,0.06697,15.59,17.85,,,,
AL1-20240808-0710,C6.5,C7.3,2024-08-08 07:18:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240808-0825,C6.9,C7.7,2024-08-08 08:30:00,0,ok,3,17.31,1.86,17.31,10.0,1.379,743.4,0.07047,15.48,17.71,,,,
AL1-20240808-1120,M1.5,M1.6,2024-08-08 11:40:00,0,ok,50,16.46,0.92,20.03,290.0,2.234,1542.0,0.12267,16.59,19.14,0.748,,,
AL1-20240808-1256,C9.3,M1.0,2024-08-08 13:00:00,0,ok,5,21.53,1.85,21.53,10.0,1.416,1033.8,0.06962,17.31,20.06,,,,
AL1-20240808-1336,M1.5,M1.5,2024-08-08 13:42:00,0,ok,18,20.44,1.15,22.86,50.0,2.206,1180.8,0.14134,18.16,21.2,0.486,,,
AL1-20240808-1718,C5.4,C6.4,2024-08-08 17:25:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240808-1840,C5.4,C6.1,2024-08-08 18:44:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240808-1859,X1.1,X1.2,2024-08-08 19:35:00,0,ok,116,19.03,0.25,26.48,870.0,1.256,10896.3,0.21494,17.69,20.59,0.763,,,
AL1-20240808-2246,M1.1,M1.2,2024-08-08 22:51:00,0,ok,15,17.93,1.06,23.16,70.0,2.375,1131.4,0.11828,17.42,20.22,,,,
AL1-20240809-0527,C7.1,C8.2,2024-08-09 05:43:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240809-1048,C7.9,,2024-08-09 11:07:00,0,ok,1,12.77,1.53,12.77,90.0,0.473,868.0,0.05745,,,,,,
AL1-20240809-1109,M1.1,,2024-08-09 11:17:00,0,ok,1,16.78,2.03,16.78,-10.0,1.483,1196.1,0.06996,,,,,,
AL1-20240809-1156,M1.3,M1.4,2024-08-09 12:05:00,0,ok,28,15.3,1.03,21.75,250.0,1.295,1300.3,0.09525,14.47,16.47,0.7,,,
AL1-20240809-1220,C6.6,,2024-08-09 12:24:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240809-1238,C8.9,M1.0,2024-08-09 12:43:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240809-1413,C6.6,C7.5,2024-08-09 14:20:00,0,ok,2,19.68,2.2,19.68,10.0,1.623,762.1,0.06061,19.65,23.18,,,,
AL1-20240809-1439,C6.9,C7.4,2024-08-09 14:44:00,0,ok,5,17.68,1.98,19.31,50.0,2.024,700.6,0.07315,,,,,,
AL1-20240809-1743,C6.2,C7.0,2024-08-09 17:49:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240809-2026,C9.6,M1.0,2024-08-09 20:37:00,0,ok,44,15.26,1.17,22.1,170.0,1.86,988.4,0.09657,14.42,16.4,0.836,,,
AL1-20240809-2110,M4.2,M4.5,2024-08-09 21:23:00,0,ok,85,16.49,0.43,23.94,330.0,2.221,4096.8,0.1649,15.49,17.74,0.498,,,
AL1-20240809-2343,M1.1,M1.1,2024-08-09 23:50:00,0,ok,13,18.95,1.31,20.46,30.0,1.771,1060.2,0.10148,17.5,20.33,,,,
AL1-20240810-0052,M1.2,M1.3,2024-08-10 01:02:00,0,ok,19,15.42,1.05,21.92,170.0,2.248,1260.8,0.08928,15.19,17.36,0.6,,,
AL1-20240810-0200,M4.8,M5.2,2024-08-10 02:36:00,0,ok,94,16.68,0.41,22.57,830.0,1.528,4784.0,0.15632,14.91,17.02,0.634,,,
AL1-20240810-0403,M1.5,M1.6,2024-08-10 04:11:00,0,ok,32,17.47,1.02,21.37,190.0,2.173,1519.9,0.10325,15.22,17.4,0.733,,,
AL1-20240810-0713,C8.2,C8.8,2024-08-10 07:26:00,0,ok,7,15.79,1.54,22.27,30.0,1.313,828.2,0.08811,17.75,20.64,,,,
AL1-20240810-0850,C7.5,C8.1,2024-08-10 08:57:00,0,ok,8,14.92,1.55,19.68,50.0,2.6,800.1,0.07168,12.22,13.7,,,,
AL1-20240810-0949,C5.4,C6.0,2024-08-10 09:54:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240810-1127,C6.1,,2024-08-10 11:55:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240810-1212,C7.2,,2024-08-10 12:28:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240810-1408,M1.2,,2024-08-10 14:29:00,0,ok,88,13.59,1.14,19.35,650.0,0.48,1271.6,0.08394,12.72,14.3,0.698,,,
AL1-20240810-1511,M1.1,M1.2,2024-08-10 15:16:00,0,ok,10,16.74,1.52,18.32,-10.0,1.254,1198.8,0.06265,18.42,21.51,,,,
AL1-20240810-1650,C6.1,C6.8,2024-08-10 17:00:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240810-1750,C7.2,,2024-08-10 18:15:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240810-1948,C9.2,C9.7,2024-08-10 19:53:00,0,ok,14,22.24,1.8,22.24,10.0,1.353,934.2,0.09191,18.81,22.06,,,,
AL1-20240810-2032,C5.9,C6.6,2024-08-10 20:39:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240810-2043,C9.0,C9.6,2024-08-10 20:47:00,0,ok,13,18.03,1.63,23.41,90.0,1.185,920.4,0.09572,14.69,16.7,,,,
AL1-20240810-2247,C6.2,C6.7,2024-08-10 22:58:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240811-0018,C9.8,M1.0,2024-08-11 00:31:00,0,ok,33,18.37,1.78,18.37,10.0,1.167,995.6,0.08341,13.44,15.17,0.455,,,
AL1-20240811-0246,C6.2,C6.7,2024-08-11 02:55:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240811-0356,C7.5,C8.1,2024-08-11 04:17:00,0,ok,22,16.26,1.66,19.21,110.0,1.133,797.9,0.08097,12.37,13.89,0.633,,,
AL1-20240811-0523,M1.5,M1.6,2024-08-11 05:28:00,0,ok,29,17.21,0.91,20.12,50.0,2.142,1517.1,0.12707,15.92,18.3,0.952,,,
AL1-20240811-1254,C5.7,,2024-08-11 13:21:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240811-1959,M1.5,M1.6,2024-08-11 20:14:00,0,ok,83,16.75,0.88,20.6,350.0,1.555,1581.8,0.12842,14.47,16.46,0.797,,,
AL1-20240811-2339,M1.2,M1.2,2024-08-11 23:58:00,0,ok,40,15.09,0.95,21.2,670.0,1.371,1209.4,0.11076,13.61,15.39,0.423,,,
AL1-20240812-0456,C5.9,C6.5,2024-08-12 05:03:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240812-0820,C9.0,,2024-08-12 08:48:00,0,ok,10,12.26,1.44,15.96,90.0,2.333,962.6,0.06596,13.95,15.8,,,,
AL1-20240812-1306,C6.2,C6.4,2024-08-12 13:22:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240812-2148,C5.9,C6.1,2024-08-12 21:54:00,0,ok,1,20.01,2.29,20.01,30.0,1.366,603.5,0.08107,,,,,,
AL1-20240812-2249,M1.2,M1.2,2024-08-12 22:57:00,0,ok,21,17.43,0.99,21.4,70.0,1.682,1129.7,0.13386,17.1,19.81,0.964,,,
AL1-20240813-0136,C5.4,C5.9,2024-08-13 01:43:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240813-0732,C6.1,C6.6,2024-08-13 07:36:00,0,ok,3,15.81,1.71,19.2,50.0,2.493,656.2,0.08323,16.6,19.15,,,,
AL1-20240813-0800,C7.1,C7.2,2024-08-13 08:04:00,0,ok,6,24.44,2.35,24.44,10.0,1.466,678.8,0.10125,19.68,23.22,,,,
AL1-20240813-0813,C5.5,,2024-08-13 08:25:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240813-1003,C7.6,,2024-08-13 10:20:00,0,ok,4,18.13,1.86,19.62,-30.0,1.804,775.5,0.081,16.93,19.57,,,,
AL1-20240813-1617,C6.8,C7.2,2024-08-13 16:33:00,0,ok,3,19.24,1.92,19.24,-10.0,1.739,706.4,0.08512,20.03,23.7,,,,
AL1-20240813-1715,M1.1,M1.0,2024-08-13 17:28:00,0,ok,15,22.54,1.35,22.54,-10.0,2.706,936.7,0.17211,20.38,24.19,,,,
AL1-20240813-1805,C5.9,C6.6,2024-08-13 18:09:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240813-1934,C5.0,C5.7,2024-08-13 19:39:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240813-2130,C7.4,C7.7,2024-08-13 21:38:00,0,ok,13,17.9,1.64,22.46,90.0,1.768,733.3,0.10085,16.24,18.68,,,,
AL1-20240813-2230,M1.2,M1.3,2024-08-13 22:45:00,0,ok,25,15.24,1.26,22.16,90.0,2.023,1178.5,0.089,15.19,17.33,0.5,,,
AL1-20240813-2321,M3.9,M4.1,2024-08-13 23:44:00,0,ok,86,19.03,0.47,23.71,470.0,1.477,3693.9,0.20587,17.34,20.12,0.764,,,
AL1-20240814-0235,C5.3,,2024-08-14 02:50:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240814-0333,M4.0,M4.3,2024-08-14 04:02:00,0,ok,137,14.93,0.45,21.5,1530.0,1.503,4074.7,0.13215,13.98,15.86,0.687,,,
AL1-20240814-0600,X1.0,X1.0,2024-08-14 06:40:00,0,ok,161,21.03,0.27,22.78,290.0,1.254,9613.5,0.2707,19.39,22.84,0.814,,,
AL1-20240814-1314,M1.0,M1.0,2024-08-14 13:23:00,0,ok,20,17.78,1.43,20.36,70.0,1.655,1063.2,0.08887,14.88,16.96,0.821,,,
AL1-20240814-1544,M5.3,M5.2,2024-08-14 15:49:00,0,ok,28,21.47,0.41,29.99,150.0,2.002,4929.6,0.23918,19.24,22.64,0.5,,,
AL1-20240814-1800,C7.7,C8.6,2024-08-14 18:06:00,0,ok,4,18.52,1.89,18.52,10.0,1.493,822.4,0.07109,15.95,18.32,,,,
AL1-20240814-1938,C5.8,,2024-08-14 19:46:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240815-0119,C6.6,C6.9,2024-08-15 01:24:00,0,ok,5,16.82,1.9,18.77,-10.0,2.107,678.9,0.0849,17.63,20.48,,,,
AL1-20240815-0200,C6.5,C6.8,2024-08-15 02:09:00,0,ok,5,15.3,1.7,15.99,30.0,3.206,638.5,0.08472,14.01,15.89,,,,
AL1-20240815-0336,C6.4,,2024-08-15 03:41:00,0,ok,5,18.28,1.91,19.57,-30.0,1.516,685.3,0.08386,16.94,19.59,,,,
AL1-20240815-0342,M1.1,M1.1,2024-08-15 03:48:00,0,ok,12,14.03,1.34,22.16,110.0,1.302,1054.0,0.1125,11.67,13.06,,,,
AL1-20240815-0549,C5.3,C5.8,2024-08-15 05:54:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240815-0907,C5.3,C5.7,2024-08-15 09:11:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240815-1145,C7.5,C7.7,2024-08-15 11:50:00,0,ok,5,21.41,2.09,21.41,10.0,1.667,673.6,0.0899,17.61,20.47,,,,
AL1-20240816-0950,C6.2,C6.6,2024-08-16 10:03:00,0,ok,1,12.23,1.43,12.23,10.0,2.65,664.0,0.07022,,,,,,
AL1-20240816-1313,M1.2,M1.3,2024-08-16 13:23:00,0,ok,33,12.53,0.98,23.14,250.0,2.84,1261.4,0.10531,11.69,13.05,0.867,,,
AL1-20240816-1537,C7.8,C8.0,2024-08-16 15:41:00,0,ok,13,15.92,1.38,18.41,50.0,1.903,778.2,0.09867,14.61,16.64,,,,
AL1-20240816-2008,C5.1,,2024-08-16 20:14:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240816-2153,C8.1,C8.9,2024-08-16 22:18:00,0,ok,16,16.88,1.75,17.72,130.0,2.033,857.6,0.07565,13.35,15.08,0.886,,,
AL1-20240817-1023,M1.5,M1.6,2024-08-17 10:32:00,0,ok,36,16.71,0.83,19.94,230.0,2.135,1512.3,0.13637,16.26,18.73,0.476,,,
AL1-20240817-1121,M1.0,,2024-08-17 11:43:00,0,ok,62,14.57,1.24,18.33,870.0,1.981,1081.8,0.08552,14.89,16.98,0.464,,,
AL1-20240817-1210,C5.7,,2024-08-17 12:17:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240817-2136,M1.2,M1.4,2024-08-17 22:06:00,0,ok,90,12.41,0.92,20.69,1390.0,1.328,1309.7,0.08612,12.69,14.26,0.776,,,
AL1-20240818-0147,M2.3,M2.3,2024-08-18 02:03:00,0,ok,40,16.83,0.64,22.45,270.0,1.816,2151.5,0.15471,15.8,18.14,0.791,,,
AL1-20240818-0341,C7.6,C8.2,2024-08-18 03:50:00,0,ok,8,13.0,1.4,15.89,70.0,1.119,826.8,0.07386,11.52,12.86,,,,
AL1-20240818-0407,M1.0,M1.1,2024-08-18 04:15:00,0,ok,32,13.26,1.22,20.07,110.0,1.887,1043.5,0.08032,12.7,14.27,0.536,,,
AL1-20240818-0709,M1.2,M1.2,2024-08-18 07:30:00,0,ok,52,14.74,1.04,17.03,250.0,1.397,1202.2,0.09735,14.08,15.98,0.764,,,
AL1-20240818-1032,C6.7,,2024-08-18 10:46:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240818-2018,C5.9,,2024-08-18 20:51:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240818-2052,M1.2,M1.3,2024-08-18 21:06:00,0,ok,62,16.27,1.26,19.64,430.0,1.38,1252.5,0.10375,16.97,19.61,0.513,,,
AL1-20240818-2234,C5.0,C5.6,2024-08-18 22:38:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240818-2346,M1.3,M1.4,2024-08-18 23:59:00,0,ok,17,19.41,1.04,19.41,10.0,1.592,1305.3,0.13578,16.86,19.51,,,,
AL1-20240819-0136,C7.6,C7.6,2024-08-19 01:40:00,0,ok,6,16.8,1.79,20.19,-10.0,2.202,639.5,0.09243,17.36,20.15,,,,
AL1-20240819-0411,C5.0,C5.4,2024-08-19 04:21:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240819-0930,M1.3,M1.3,2024-08-19 09:36:00,0,ok,11,17.68,0.99,21.71,-30.0,2.25,1142.9,0.16083,17.06,19.76,,,,
AL1-20240819-1132,C5.2,C5.6,2024-08-19 11:37:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240819-1353,C5.5,,2024-08-19 14:18:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240819-2008,C9.5,C9.7,2024-08-19 20:15:00,0,ok,31,17.6,1.33,20.18,250.0,1.592,931.8,0.121,16.64,19.22,0.782,,,
AL1-20240819-2140,M3.6,M3.6,2024-08-19 21:52:00,0,ok,40,19.36,0.51,24.44,290.0,2.3,3395.0,0.19131,17.77,20.69,0.44,,,
AL1-20240819-2254,C8.9,,2024-08-19 23:10:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240820-0333,C8.9,,2024-08-20 03:54:00,0,ok,25,15.65,1.57,17.6,110.0,2.121,939.6,0.08194,15.18,17.34,0.383,,,
AL1-20240820-0435,M1.1,M1.1,2024-08-20 04:48:00,0,ok,21,15.79,1.25,18.88,170.0,1.877,1140.8,0.09253,15.16,17.31,0.086,,,
AL1-20240820-1220,C7.2,C7.4,2024-08-20 12:28:00,0,ok,9,17.57,1.62,20.38,50.0,2.392,706.4,0.09769,15.82,18.17,,,,
AL1-20240820-1445,C8.4,C8.6,2024-08-20 14:50:00,0,ok,13,15.11,1.29,20.5,90.0,3.036,856.8,0.09722,13.63,15.41,,,,
AL1-20240820-2059,C8.8,C8.8,2024-08-20 21:18:00,0,ok,18,16.6,1.37,17.1,-70.0,2.115,868.1,0.1066,13.87,15.72,0.486,,,
AL1-20240821-0134,C5.1,,2024-08-21 02:08:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240821-0530,C8.4,C8.6,2024-08-21 05:41:00,0,ok,29,18.21,1.48,20.65,290.0,1.809,830.6,0.10436,15.9,18.27,0.617,,,
AL1-20240821-0556,M1.0,M1.1,2024-08-21 06:02:00,0,ok,19,17.27,1.28,23.46,130.0,2.032,1051.4,0.11065,16.14,18.54,0.857,,,
AL1-20240821-1608,C8.8,,2024-08-21 16:32:00,0,ok,76,14.45,1.34,19.51,450.0,1.701,883.1,0.11059,12.82,14.41,0.586,,,
AL1-20240821-2159,M4.9,M5.1,2024-08-21 22:08:00,0,ok,38,19.05,0.4,26.88,270.0,2.226,4615.7,0.21468,18.11,21.13,0.888,,,
AL1-20240822-0117,C5.5,C6.0,2024-08-22 01:34:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240822-0536,C5.8,C6.1,2024-08-22 05:58:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240822-1034,M1.5,M1.5,2024-08-22 10:38:00,0,ok,25,19.29,0.98,22.5,70.0,2.356,1387.2,0.15545,18.32,21.4,0.881,,,
AL1-20240822-1250,C5.2,C5.6,2024-08-22 12:58:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240822-1522,C7.8,C7.7,2024-08-22 15:28:00,0,ok,12,18.68,1.44,20.08,50.0,1.556,757.9,0.11638,17.77,20.69,,,,
AL1-20240822-2123,C6.1,C6.1,2024-08-22 21:30:00,0,ok,7,20.47,2.13,21.97,50.0,2.469,639.0,0.09546,16.08,18.49,,,,
AL1-20240822-2330,C5.1,C5.3,2024-08-22 23:51:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240822-2353,C9.0,C9.1,2024-08-23 00:00:00,0,ok,7,17.38,1.58,22.9,130.0,2.225,877.3,0.11166,,,,,,
AL1-20240823-0102,C5.1,C5.6,2024-08-23 01:26:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240823-0203,C5.6,C5.9,2024-08-23 02:09:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240823-0227,C6.0,C6.0,2024-08-23 02:34:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240823-0331,M3.3,M3.4,2024-08-23 03:40:00,0,ok,15,20.17,0.58,21.63,30.0,2.186,2633.2,0.20825,18.41,21.53,,,,
AL1-20240823-0412,C9.7,M1.0,2024-08-23 04:17:00,0,ok,14,15.84,1.29,16.83,50.0,2.288,932.4,0.10123,14.16,16.07,,,,
AL1-20240823-0614,C8.1,C8.1,2024-08-23 06:25:00,0,ok,24,16.17,1.46,17.45,70.0,1.476,804.8,0.09698,14.4,16.38,0.81,,,
AL1-20240823-0707,C7.3,C7.3,2024-08-23 07:18:00,0,ok,13,17.83,2.01,20.27,30.0,2.935,749.2,0.09248,18.83,22.06,,,,
AL1-20240823-0943,C8.9,C9.4,2024-08-23 10:25:00,0,ok,65,13.5,1.35,18.08,970.0,0.86,888.9,0.09001,11.34,12.64,0.633,,,
AL1-20240823-1250,C5.8,C6.1,2024-08-23 13:02:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240823-1347,M1.7,M1.6,2024-08-23 13:57:00,0,ok,38,16.95,0.75,20.55,70.0,2.315,1510.8,0.16199,15.71,18.03,0.958,,,
AL1-20240823-1453,M1.7,M1.7,2024-08-23 15:04:00,0,ok,37,19.01,0.83,24.51,250.0,1.631,1667.5,0.16075,16.76,19.37,0.699,,,
AL1-20240823-1557,C7.4,,2024-08-23 16:20:00,0,ok,7,18.31,1.9,21.68,-10.0,2.016,733.1,0.09125,16.4,18.89,,,,
AL1-20240823-1631,M1.2,M1.1,2024-08-23 16:42:00,0,ok,59,17.33,1.09,21.42,90.0,1.16,1164.3,0.13225,17.27,20.01,0.737,,,
AL1-20240823-1922,M1.1,M1.1,2024-08-23 19:33:00,0,ok,29,17.31,1.17,18.39,210.0,1.922,1104.3,0.11857,15.52,17.78,0.783,,,
AL1-20240823-1939,M3.4,M3.3,2024-08-23 19:44:00,0,ok,21,18.72,0.57,24.57,170.0,2.327,3016.7,0.19412,17.59,20.43,0.357,,,
AL1-20240823-2007,M4.8,M5.1,2024-08-23 20:12:00,0,ok,26,20.25,0.42,22.97,50.0,1.879,5011.4,0.19696,18.16,21.19,0.5,,,
AL1-20240824-0002,M1.5,M1.6,2024-08-24 00:13:00,0,no pre-flare background,,,,,,,,,,,,,,
AL1-20240824-0251,C7.1,C6.9,2024-08-24 02:56:00,0,ok,6,12.2,1.4,15.79,-10.0,2.875,697.0,0.08634,12.43,13.95,,,,
AL1-20240824-0404,C5.5,C5.6,2024-08-24 04:11:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240824-0850,C6.8,C6.8,2024-08-24 09:03:00,0,ok,13,14.2,1.61,17.76,150.0,1.653,655.6,0.08857,13.11,14.79,,,,
AL1-20240824-1844,C9.7,M1.0,2024-08-24 18:57:00,0,ok,63,14.99,1.11,18.57,50.0,2.85,947.2,0.1209,14.07,15.96,0.624,,,
AL1-20240824-1917,M1.3,M1.4,2024-08-24 19:29:00,0,ok,30,20.5,1.63,22.37,330.0,2.608,1327.2,0.11355,20.11,23.73,0.648,,,
AL1-20240824-2127,M1.3,M1.3,2024-08-24 21:46:00,0,ok,32,16.84,1.03,20.76,170.0,1.679,1261.1,0.12188,15.21,17.39,0.855,,,
AL1-20240824-2249,C7.5,C7.7,2024-08-24 22:56:00,0,ok,15,16.24,1.48,23.24,130.0,2.495,756.1,0.10238,17.31,20.08,,,,
AL1-20240824-2318,M1.8,M1.7,2024-08-24 23:24:00,0,ok,25,18.26,0.73,20.87,50.0,2.182,1631.8,0.18159,17.02,19.7,0.952,,,
AL1-20240825-0403,C5.8,C5.8,2024-08-25 04:10:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240825-0643,C7.5,C7.1,2024-08-25 06:52:00,0,ok,7,16.94,1.57,18.84,-30.0,1.557,613.0,0.11139,15.91,18.28,,,,
AL1-20240825-1724,C6.2,C5.8,2024-08-25 17:40:00,0,no fittable bins,,,,,,,,,,,,,,
AL1-20240826-0519,C7.3,C7.9,2024-08-26 05:52:00,0,ok,4,15.62,1.75,18.38,1530.0,0.905,686.8,0.06454,,,,,,
AL1-20240826-1054,C8.6,C8.9,2024-08-26 11:03:00,0,ok,20,13.96,1.25,21.54,190.0,1.598,830.9,0.09534,13.88,15.73,0.75,,,
AL1-20240826-1133,M1.3,M1.4,2024-08-26 11:40:00,0,ok,45,13.93,0.91,23.37,270.0,2.359,1304.5,0.11827,14.45,16.43,0.871,,,
